numeroTelefono;dataAttivazione;tipoContratto;statoContratto
39320018831;14/12/2023;CONSUMO;ATTIVO
39320018832;30/06/2024;RICARICA;ATTIVO
39320018833;17/12/2021;CONSUMO;ATTIVO
39320018834;18/11/2022;RICARICA;ATTIVO
39320018835;11/01/2021;CONSUMO;ATTIVO
39320018836;07/10/2023;RICARICA;ATTIVO
39320018837;11/12/2023;CONSUMO;ATTIVO
39320018838;28/10/2022;RICARICA;ATTIVO
39320018839;14/09/2025;CONSUMO;ATTIVO
39320018840;05/11/2024;RICARICA;ATTIVO
39320018841;23/11/2022;CONSUMO;ATTIVO
39320018842;31/12/2022;RICARICA;ATTIVO
39320018843;18/11/2025;CONSUMO;ATTIVO
39320018844;24/06/2024;RICARICA;ATTIVO
39320018845;06/01/2026;CONSUMO;ATTIVO
39320018846;12/05/2023;RICARICA;ATTIVO
39320018847;16/03/2022;CONSUMO;ATTIVO
39320018848;30/11/2023;RICARICA;ATTIVO
39320018849;13/05/2025;CONSUMO;ATTIVO
39320018850;28/05/2023;RICARICA;ATTIVO
39320018851;23/02/2024;CONSUMO;ATTIVO
39320018852;27/01/2024;RICARICA;ATTIVO
39320018853;05/02/2022;CONSUMO;ATTIVO
39320018854;27/02/2024;RICARICA;ATTIVO
39320018855;30/01/2022;CONSUMO;ATTIVO
39320018856;08/05/2022;RICARICA;ATTIVO
39320018857;08/03/2021;CONSUMO;ATTIVO
39320018858;28/04/2022;RICARICA;ATTIVO
39320018859;19/06/2023;CONSUMO;ATTIVO
39320018860;30/09/2022;RICARICA;ATTIVO
39320018861;15/01/2026;CONSUMO;ATTIVO
39320018862;26/11/2023;RICARICA;ATTIVO
39320018863;10/09/2023;CONSUMO;SOSPESO
39320018864;29/06/2022;RICARICA;ATTIVO
39320018865;18/04/2022;CONSUMO;ATTIVO
39320018866;30/06/2021;RICARICA;ATTIVO
39320018867;31/03/2023;CONSUMO;ATTIVO
39320018868;26/07/2023;RICARICA;ATTIVO
39320018869;29/12/2025;CONSUMO;ATTIVO
39320018870;25/06/2023;RICARICA;ATTIVO
39320018871;18/03/2021;CONSUMO;ATTIVO
39320018872;04/01/2023;RICARICA;ATTIVO
39320018873;10/01/2021;CONSUMO;ATTIVO
39320018874;16/08/2021;RICARICA;ATTIVO
39320018875;06/07/2022;CONSUMO;ATTIVO
39320018876;12/06/2021;RICARICA;ATTIVO
39320018877;01/01/2022;CONSUMO;ATTIVO
39320018878;18/12/2024;RICARICA;ATTIVO
39320018879;15/03/2022;CONSUMO;ATTIVO
39320018880;01/01/2026;RICARICA;ATTIVO
39320018881;29/04/2023;CONSUMO;ATTIVO
39320018882;31/08/2021;RICARICA;ATTIVO
39320018883;03/03/2023;CONSUMO;ATTIVO
39320018884;27/10/2025;RICARICA;ATTIVO
39320018885;08/02/2023;CONSUMO;ATTIVO
39320018886;24/11/2023;RICARICA;ATTIVO
39320018887;30/03/2023;CONSUMO;ATTIVO
39320018888;15/02/2021;RICARICA;ATTIVO
39320018889;01/12/2022;CONSUMO;ATTIVO
39320018890;15/07/2024;RICARICA;ATTIVO
39320018891;20/12/2022;CONSUMO;ATTIVO
39320018892;26/12/2021;RICARICA;ATTIVO
39320018893;23/10/2023;CONSUMO;SOSPESO
39320018894;17/02/2023;RICARICA;ATTIVO
39320018895;08/06/2022;CONSUMO;SOSPESO
39320018896;15/05/2025;RICARICA;SOSPESO
39320018897;20/04/2022;CONSUMO;ATTIVO
39320018898;03/07/2021;RICARICA;SOSPESO
39320018899;11/07/2025;CONSUMO;ATTIVO
39320018900;18/08/2022;RICARICA;ATTIVO
39320018901;17/10/2024;CONSUMO;ATTIVO
39320018902;05/11/2024;RICARICA;ATTIVO
39320018903;24/11/2022;CONSUMO;ATTIVO
39320018904;27/12/2022;RICARICA;ATTIVO
39320018905;02/06/2025;CONSUMO;ATTIVO
39320018906;19/01/2021;RICARICA;ATTIVO
39320018907;15/01/2021;CONSUMO;ATTIVO
39320018908;09/07/2021;RICARICA;ATTIVO
39320018909;28/04/2023;CONSUMO;ATTIVO
39320018910;09/10/2021;RICARICA;ATTIVO
39320018911;08/05/2025;CONSUMO;ATTIVO
39320018912;28/03/2022;RICARICA;SOSPESO
39320018913;10/02/2023;CONSUMO;ATTIVO
39320018914;24/08/2023;RICARICA;ATTIVO
39320018915;07/11/2024;CONSUMO;ATTIVO
39320018916;22/07/2021;RICARICA;ATTIVO
39320018917;28/01/2025;CONSUMO;SOSPESO
39320018918;01/07/2023;RICARICA;ATTIVO
39320018919;03/07/2025;CONSUMO;ATTIVO
39320018920;22/06/2025;RICARICA;ATTIVO
39320018921;01/01/2024;CONSUMO;ATTIVO
39320018922;29/05/2025;RICARICA;ATTIVO
39320018923;04/04/2024;CONSUMO;ATTIVO
39320018924;22/10/2024;RICARICA;ATTIVO
39320018925;13/02/2021;CONSUMO;SOSPESO
39320018926;14/04/2024;RICARICA;ATTIVO
39320018927;02/03/2021;CONSUMO;ATTIVO
39320018928;23/05/2024;RICARICA;ATTIVO
39320018929;13/04/2023;CONSUMO;ATTIVO
39320018930;01/02/2026;RICARICA;ATTIVO
39320018931;19/01/2024;CONSUMO;ATTIVO
39320018932;23/01/2022;RICARICA;ATTIVO
39320018933;20/11/2024;CONSUMO;ATTIVO
39320018934;20/10/2025;RICARICA;ATTIVO
39320018935;04/05/2025;CONSUMO;SOSPESO
39320018936;08/05/2022;RICARICA;ATTIVO
39320018937;17/12/2023;CONSUMO;ATTIVO
39320018938;25/02/2024;RICARICA;ATTIVO
39320018939;21/11/2025;CONSUMO;ATTIVO
39320018940;29/08/2023;RICARICA;ATTIVO
39320018941;11/03/2021;CONSUMO;ATTIVO
39320018942;11/05/2023;RICARICA;ATTIVO
39320018943;25/09/2023;CONSUMO;SOSPESO
39320018944;09/11/2022;RICARICA;ATTIVO
39320018945;26/03/2024;CONSUMO;ATTIVO
39320018946;24/12/2024;RICARICA;ATTIVO
39320018947;20/07/2025;CONSUMO;ATTIVO
39320018948;29/12/2022;RICARICA;ATTIVO
39320018949;09/06/2024;CONSUMO;ATTIVO
39320018950;27/05/2023;RICARICA;ATTIVO
39320018951;25/08/2022;CONSUMO;ATTIVO
39320018952;23/06/2021;RICARICA;SOSPESO
39320018953;20/03/2025;CONSUMO;ATTIVO
39320018954;22/09/2025;RICARICA;ATTIVO
39320018955;26/12/2022;CONSUMO;ATTIVO
39320018956;25/09/2021;RICARICA;ATTIVO
39320018957;12/12/2021;CONSUMO;ATTIVO
39320018958;25/01/2021;RICARICA;ATTIVO
39320018959;01/03/2025;CONSUMO;ATTIVO
39320018960;24/12/2025;RICARICA;SOSPESO
39320018961;06/11/2025;CONSUMO;ATTIVO
39320018962;05/07/2023;RICARICA;ATTIVO
39320018963;19/09/2022;CONSUMO;ATTIVO
39320018964;18/09/2024;RICARICA;ATTIVO
39320018965;28/11/2024;CONSUMO;ATTIVO
39320018966;13/04/2024;RICARICA;ATTIVO
39320018967;04/10/2022;CONSUMO;ATTIVO
39320018968;30/07/2025;RICARICA;ATTIVO
39320018969;12/03/2022;CONSUMO;ATTIVO
39320018970;14/08/2025;RICARICA;ATTIVO
39320018971;25/07/2022;CONSUMO;ATTIVO
39320018972;20/11/2023;RICARICA;ATTIVO
39320018973;11/01/2025;CONSUMO;ATTIVO
39320018974;31/10/2024;RICARICA;ATTIVO
39320018975;19/04/2021;CONSUMO;ATTIVO
39320018976;27/01/2021;RICARICA;ATTIVO
39320018977;31/07/2021;CONSUMO;ATTIVO
39320018978;29/12/2024;RICARICA;ATTIVO
39320018979;27/07/2024;CONSUMO;ATTIVO
39320018980;08/07/2023;RICARICA;ATTIVO
39320018981;03/06/2021;CONSUMO;ATTIVO
39320018982;06/05/2022;RICARICA;ATTIVO
39320018983;09/07/2022;CONSUMO;ATTIVO
39320018984;13/05/2025;RICARICA;SOSPESO
39320018985;05/03/2024;CONSUMO;ATTIVO
39320018986;01/08/2022;RICARICA;ATTIVO
39320018987;02/03/2026;CONSUMO;ATTIVO
39320018988;22/12/2021;RICARICA;ATTIVO
39320018989;30/12/2025;CONSUMO;ATTIVO
39320018990;27/12/2025;RICARICA;ATTIVO
39320018991;04/10/2022;CONSUMO;ATTIVO
39320018992;04/05/2025;RICARICA;ATTIVO
39320018993;22/12/2025;CONSUMO;ATTIVO
39320018994;15/01/2024;RICARICA;ATTIVO
39320018995;13/03/2022;CONSUMO;ATTIVO
39320018996;13/10/2024;RICARICA;ATTIVO
39320018997;25/08/2023;CONSUMO;ATTIVO
39320018998;27/10/2025;RICARICA;ATTIVO
39320018999;05/10/2023;CONSUMO;ATTIVO
39320019000;11/02/2024;RICARICA;ATTIVO
39320019001;03/03/2022;CONSUMO;ATTIVO
39320019002;11/10/2021;RICARICA;ATTIVO
39320019003;30/10/2022;CONSUMO;ATTIVO
39320019004;29/07/2024;RICARICA;ATTIVO
39320019005;27/12/2024;CONSUMO;ATTIVO
39320019006;23/08/2025;RICARICA;ATTIVO
39320019007;27/11/2023;CONSUMO;ATTIVO
39320019008;15/12/2025;RICARICA;ATTIVO
39320019009;13/05/2021;CONSUMO;ATTIVO
39320019010;08/11/2025;RICARICA;SOSPESO
39320019011;18/08/2023;CONSUMO;SOSPESO
39320019012;14/10/2024;RICARICA;ATTIVO
39320019013;07/06/2025;CONSUMO;ATTIVO
39320019014;30/05/2021;RICARICA;SOSPESO
39320019015;05/01/2021;CONSUMO;ATTIVO
39320019016;27/03/2024;RICARICA;ATTIVO
39320019017;04/05/2023;CONSUMO;ATTIVO
39320019018;08/09/2022;RICARICA;SOSPESO
39320019019;12/06/2022;CONSUMO;ATTIVO
39320019020;30/12/2024;RICARICA;ATTIVO
39320019021;31/07/2021;CONSUMO;SOSPESO
39320019022;20/10/2025;RICARICA;ATTIVO
39320019023;04/05/2021;CONSUMO;ATTIVO
39320019024;26/07/2023;RICARICA;ATTIVO
39320019025;14/09/2022;CONSUMO;ATTIVO
39320019026;21/04/2025;RICARICA;ATTIVO
39320019027;24/02/2026;CONSUMO;ATTIVO
39320019028;07/02/2025;RICARICA;ATTIVO
39320019029;05/10/2024;CONSUMO;ATTIVO
39320019030;25/01/2024;RICARICA;ATTIVO
39320019031;17/04/2025;CONSUMO;ATTIVO
39320019032;25/12/2024;RICARICA;ATTIVO
39320019033;15/10/2023;CONSUMO;SOSPESO
39320019034;02/10/2024;RICARICA;ATTIVO
39320019035;22/08/2022;CONSUMO;ATTIVO
39320019036;14/09/2025;RICARICA;SOSPESO
39320019037;12/10/2023;CONSUMO;ATTIVO
39320019038;26/04/2021;RICARICA;ATTIVO
39320019039;22/02/2024;CONSUMO;ATTIVO
39320019040;19/07/2024;RICARICA;ATTIVO
39320019041;12/05/2022;CONSUMO;ATTIVO
39320019042;14/07/2021;RICARICA;ATTIVO
39320019043;18/03/2025;CONSUMO;ATTIVO
39320019044;28/04/2025;RICARICA;ATTIVO
39320019045;05/03/2021;CONSUMO;ATTIVO
39320019046;01/12/2021;RICARICA;ATTIVO
39320019047;12/04/2023;CONSUMO;ATTIVO
39320019048;14/04/2024;RICARICA;ATTIVO
39320019049;18/04/2023;CONSUMO;ATTIVO
39320019050;24/04/2023;RICARICA;ATTIVO
39320019051;31/10/2021;CONSUMO;ATTIVO
39320019052;09/01/2023;RICARICA;ATTIVO
39320019053;24/09/2025;CONSUMO;ATTIVO
39320019054;17/03/2022;RICARICA;ATTIVO
39320019055;17/08/2024;CONSUMO;SOSPESO
39320019056;30/07/2023;RICARICA;ATTIVO
39320019057;22/09/2022;CONSUMO;ATTIVO
39320019058;18/08/2025;RICARICA;ATTIVO
39320019059;01/10/2021;CONSUMO;SOSPESO
39320019060;23/04/2025;RICARICA;ATTIVO
39320019061;26/08/2025;CONSUMO;ATTIVO
39320019062;30/10/2024;RICARICA;SOSPESO
39320019063;26/08/2023;CONSUMO;ATTIVO
39320019064;31/03/2025;RICARICA;ATTIVO
39320019065;23/09/2025;CONSUMO;SOSPESO
39320019066;05/07/2023;RICARICA;ATTIVO
39320019067;19/05/2022;CONSUMO;ATTIVO
39320019068;10/05/2025;RICARICA;ATTIVO
39320019069;17/07/2024;CONSUMO;ATTIVO
39320019070;10/02/2025;RICARICA;ATTIVO
39320019071;01/01/2025;CONSUMO;ATTIVO
39320019072;10/06/2023;RICARICA;ATTIVO
39320019073;02/04/2024;CONSUMO;ATTIVO
39320019074;16/03/2021;RICARICA;ATTIVO
39320019075;18/09/2025;CONSUMO;ATTIVO
39320019076;17/12/2024;RICARICA;ATTIVO
39320019077;27/12/2025;CONSUMO;ATTIVO
39320019078;26/04/2022;RICARICA;ATTIVO
39320019079;10/07/2022;CONSUMO;ATTIVO
39320019080;09/10/2024;RICARICA;ATTIVO
39320019081;11/06/2023;CONSUMO;ATTIVO
39320019082;16/09/2022;RICARICA;ATTIVO
39320019083;07/11/2025;CONSUMO;ATTIVO
39320019084;02/11/2024;RICARICA;ATTIVO
39320019085;20/04/2023;CONSUMO;ATTIVO
39320019086;12/10/2025;RICARICA;ATTIVO
39320019087;10/08/2022;CONSUMO;ATTIVO
39320019088;05/07/2022;RICARICA;ATTIVO
39320019089;20/03/2023;CONSUMO;ATTIVO
39320019090;30/09/2021;RICARICA;ATTIVO
39320019091;21/03/2023;CONSUMO;ATTIVO
39320019092;20/07/2022;RICARICA;ATTIVO
39320019093;09/05/2024;CONSUMO;ATTIVO
39320019094;26/10/2023;RICARICA;ATTIVO
39320019095;15/04/2024;CONSUMO;ATTIVO
39320019096;04/09/2023;RICARICA;ATTIVO
39320019097;08/01/2021;CONSUMO;ATTIVO
39320019098;10/07/2025;RICARICA;ATTIVO
39320019099;22/09/2022;CONSUMO;ATTIVO
39320019100;29/09/2021;RICARICA;ATTIVO
39320019101;05/05/2021;CONSUMO;ATTIVO
39320019102;03/01/2022;RICARICA;ATTIVO
39320019103;08/04/2022;CONSUMO;ATTIVO
39320019104;14/09/2021;RICARICA;ATTIVO
39320019105;08/03/2023;CONSUMO;ATTIVO
39320019106;26/01/2026;RICARICA;ATTIVO
39320019107;18/12/2021;CONSUMO;SOSPESO
39320019108;31/01/2023;RICARICA;SOSPESO
39320019109;02/04/2022;CONSUMO;ATTIVO
39320019110;06/06/2024;RICARICA;ATTIVO
39320019111;04/04/2025;CONSUMO;ATTIVO
39320019112;04/08/2023;RICARICA;ATTIVO
39320019113;07/08/2025;CONSUMO;ATTIVO
39320019114;07/04/2025;RICARICA;ATTIVO
39320019115;20/02/2023;CONSUMO;ATTIVO
39320019116;27/06/2021;RICARICA;ATTIVO
39320019117;04/12/2022;CONSUMO;ATTIVO
39320019118;01/11/2021;RICARICA;ATTIVO
39320019119;30/03/2023;CONSUMO;ATTIVO
39320019120;24/01/2023;RICARICA;ATTIVO
39320019121;03/12/2022;CONSUMO;ATTIVO
39320019122;14/02/2022;RICARICA;ATTIVO
39320019123;20/07/2024;CONSUMO;ATTIVO
39320019124;20/02/2021;RICARICA;ATTIVO
39320019125;24/06/2025;CONSUMO;ATTIVO
39320019126;13/09/2025;RICARICA;ATTIVO
39320019127;30/03/2023;CONSUMO;ATTIVO
39320019128;20/04/2025;RICARICA;ATTIVO
39320019129;04/03/2022;CONSUMO;ATTIVO
39320019130;06/10/2023;RICARICA;ATTIVO
39320019131;21/03/2022;CONSUMO;SOSPESO
39320019132;23/09/2021;RICARICA;ATTIVO
39320019133;28/12/2022;CONSUMO;ATTIVO
39320019134;23/11/2021;RICARICA;ATTIVO
39320019135;28/04/2025;CONSUMO;ATTIVO
39320019136;12/08/2023;RICARICA;ATTIVO
39320019137;30/05/2025;CONSUMO;ATTIVO
39320019138;25/07/2025;RICARICA;ATTIVO
39320019139;12/10/2024;CONSUMO;ATTIVO
39320019140;22/11/2022;RICARICA;ATTIVO
39320019141;02/03/2022;CONSUMO;ATTIVO
39320019142;23/04/2022;RICARICA;ATTIVO
39320019143;09/01/2025;CONSUMO;ATTIVO
39320019144;20/04/2025;RICARICA;ATTIVO
39320019145;03/01/2025;CONSUMO;ATTIVO
39320019146;15/01/2021;RICARICA;ATTIVO
39320019147;11/04/2024;CONSUMO;ATTIVO
39320019148;03/09/2024;RICARICA;ATTIVO
39320019149;10/01/2026;CONSUMO;ATTIVO
39320019150;02/03/2025;RICARICA;ATTIVO
39320019151;02/07/2022;CONSUMO;ATTIVO
39320019152;23/04/2022;RICARICA;ATTIVO
39320019153;07/02/2022;CONSUMO;ATTIVO
39320019154;18/07/2024;RICARICA;ATTIVO
39320019155;23/12/2025;CONSUMO;ATTIVO
39320019156;08/03/2022;RICARICA;ATTIVO
39320019157;22/01/2023;CONSUMO;ATTIVO
39320019158;18/04/2025;RICARICA;SOSPESO
39320019159;19/09/2021;CONSUMO;ATTIVO
39320019160;25/09/2023;RICARICA;ATTIVO
39320019161;05/07/2024;CONSUMO;SOSPESO
39320019162;06/07/2022;RICARICA;ATTIVO
39320019163;20/06/2023;CONSUMO;ATTIVO
39320019164;09/12/2023;RICARICA;ATTIVO
39320019165;07/08/2024;CONSUMO;ATTIVO
39320019166;22/03/2025;RICARICA;SOSPESO
39320019167;19/10/2024;CONSUMO;ATTIVO
39320019168;13/05/2023;RICARICA;ATTIVO
39320019169;01/03/2023;CONSUMO;ATTIVO
39320019170;05/01/2026;RICARICA;SOSPESO
39320019171;09/07/2024;CONSUMO;ATTIVO
39320019172;27/01/2023;RICARICA;ATTIVO
39320019173;01/01/2023;CONSUMO;ATTIVO
39320019174;30/01/2025;RICARICA;ATTIVO
39320019175;23/10/2021;CONSUMO;ATTIVO
39320019176;30/09/2023;RICARICA;ATTIVO
39320019177;10/01/2024;CONSUMO;ATTIVO
39320019178;08/08/2023;RICARICA;ATTIVO
39320019179;19/11/2021;CONSUMO;ATTIVO
39320019180;03/03/2021;RICARICA;ATTIVO
39320019181;31/12/2024;CONSUMO;ATTIVO
39320019182;15/08/2025;RICARICA;ATTIVO
39320019183;19/08/2024;CONSUMO;SOSPESO
39320019184;18/05/2024;RICARICA;ATTIVO
39320019185;21/12/2023;CONSUMO;ATTIVO
39320019186;23/02/2022;RICARICA;ATTIVO
39320019187;29/09/2021;CONSUMO;ATTIVO
39320019188;13/02/2024;RICARICA;ATTIVO
39320019189;03/07/2025;CONSUMO;ATTIVO
39320019190;29/03/2022;RICARICA;ATTIVO
39320019191;10/06/2024;CONSUMO;ATTIVO
39320019192;18/08/2023;RICARICA;ATTIVO
39320019193;18/10/2024;CONSUMO;ATTIVO
39320019194;02/11/2025;RICARICA;ATTIVO
39320019195;09/03/2022;CONSUMO;ATTIVO
39320019196;02/02/2023;RICARICA;ATTIVO
39320019197;04/12/2021;CONSUMO;ATTIVO
39320019198;11/11/2023;RICARICA;ATTIVO
39320019199;06/04/2024;CONSUMO;ATTIVO
39320019200;12/05/2023;RICARICA;SOSPESO
39320019201;23/06/2025;CONSUMO;ATTIVO
39320019202;15/06/2021;RICARICA;ATTIVO
39320019203;29/01/2025;CONSUMO;ATTIVO
39320019204;11/11/2022;RICARICA;ATTIVO
39320019205;12/06/2023;CONSUMO;ATTIVO
39320019206;10/02/2026;RICARICA;ATTIVO
39320019207;10/12/2023;CONSUMO;ATTIVO
39320019208;06/10/2024;RICARICA;ATTIVO
39320019209;06/04/2023;CONSUMO;ATTIVO
39320019210;03/04/2022;RICARICA;SOSPESO
39320019211;10/10/2023;CONSUMO;ATTIVO
39320019212;11/07/2021;RICARICA;ATTIVO
39320019213;25/08/2025;CONSUMO;ATTIVO
39320019214;21/10/2024;RICARICA;ATTIVO
39320019215;21/05/2022;CONSUMO;ATTIVO
39320019216;10/04/2024;RICARICA;ATTIVO
39320019217;14/06/2024;CONSUMO;ATTIVO
39320019218;05/02/2025;RICARICA;ATTIVO
39320019219;17/12/2023;CONSUMO;ATTIVO
39320019220;28/09/2022;RICARICA;ATTIVO
39320019221;20/08/2023;CONSUMO;ATTIVO
39320019222;09/11/2021;RICARICA;ATTIVO
39320019223;23/12/2022;CONSUMO;ATTIVO
39320019224;01/04/2023;RICARICA;ATTIVO
39320019225;18/10/2024;CONSUMO;ATTIVO
39320019226;26/02/2022;RICARICA;ATTIVO
39320019227;30/04/2023;CONSUMO;ATTIVO
39320019228;21/05/2024;RICARICA;ATTIVO
39320019229;21/11/2022;CONSUMO;ATTIVO
39320019230;15/08/2022;RICARICA;ATTIVO
39320019231;14/02/2024;CONSUMO;ATTIVO
39320019232;19/10/2022;RICARICA;ATTIVO
39320019233;09/08/2022;CONSUMO;ATTIVO
39320019234;11/06/2023;RICARICA;ATTIVO
39320019235;30/08/2024;CONSUMO;ATTIVO
39320019236;02/06/2021;RICARICA;ATTIVO
39320019237;18/11/2023;CONSUMO;ATTIVO
39320019238;06/03/2021;RICARICA;ATTIVO
39320019239;21/02/2025;CONSUMO;ATTIVO
39320019240;02/02/2021;RICARICA;ATTIVO
39320019241;16/02/2025;CONSUMO;ATTIVO
39320019242;16/08/2023;RICARICA;SOSPESO
39320019243;18/02/2023;CONSUMO;ATTIVO
39320019244;30/03/2022;RICARICA;ATTIVO
39320019245;10/12/2021;CONSUMO;ATTIVO
39320019246;11/03/2023;RICARICA;ATTIVO
39320019247;03/08/2023;CONSUMO;ATTIVO
39320019248;13/12/2024;RICARICA;ATTIVO
39320019249;15/12/2021;CONSUMO;SOSPESO
39320019250;23/02/2022;RICARICA;ATTIVO
39320019251;01/11/2023;CONSUMO;ATTIVO
39320019252;01/03/2024;RICARICA;ATTIVO
39320019253;14/05/2021;CONSUMO;ATTIVO
39320019254;13/03/2023;RICARICA;ATTIVO
39320019255;16/07/2021;CONSUMO;ATTIVO
39320019256;10/03/2021;RICARICA;ATTIVO
39320019257;12/09/2022;CONSUMO;ATTIVO
39320019258;02/06/2023;RICARICA;ATTIVO
39320019259;29/01/2025;CONSUMO;ATTIVO
39320019260;25/06/2023;RICARICA;ATTIVO
39320019261;25/10/2025;CONSUMO;ATTIVO
39320019262;27/04/2023;RICARICA;ATTIVO
39320019263;08/03/2026;CONSUMO;ATTIVO
39320019264;04/05/2025;RICARICA;ATTIVO
39320019265;21/12/2025;CONSUMO;ATTIVO
39320019266;15/11/2024;RICARICA;ATTIVO
39320019267;19/08/2023;CONSUMO;ATTIVO
39320019268;11/06/2024;RICARICA;ATTIVO
39320019269;27/07/2022;CONSUMO;ATTIVO
39320019270;02/06/2023;RICARICA;ATTIVO
39320019271;31/05/2025;CONSUMO;ATTIVO
39320019272;05/10/2024;RICARICA;ATTIVO
39320019273;10/02/2022;CONSUMO;ATTIVO
39320019274;25/02/2026;RICARICA;ATTIVO
39320019275;18/02/2026;CONSUMO;SOSPESO
39320019276;19/12/2024;RICARICA;ATTIVO
39320019277;20/01/2023;CONSUMO;ATTIVO
39320019278;20/02/2024;RICARICA;ATTIVO
39320019279;08/08/2022;CONSUMO;ATTIVO
39320019280;03/10/2023;RICARICA;ATTIVO
39320019281;05/01/2025;CONSUMO;ATTIVO
39320019282;11/06/2023;RICARICA;SOSPESO
39320019283;07/09/2025;CONSUMO;ATTIVO
39320019284;16/02/2026;RICARICA;ATTIVO
39320019285;14/03/2022;CONSUMO;ATTIVO
39320019286;24/04/2022;RICARICA;ATTIVO
39320019287;23/04/2025;CONSUMO;ATTIVO
39320019288;27/04/2021;RICARICA;ATTIVO
39320019289;30/05/2025;CONSUMO;ATTIVO
39320019290;28/12/2024;RICARICA;ATTIVO
39320019291;24/10/2023;CONSUMO;SOSPESO
39320019292;03/03/2021;RICARICA;ATTIVO
39320019293;08/03/2023;CONSUMO;ATTIVO
39320019294;24/02/2026;RICARICA;SOSPESO
39320019295;07/02/2024;CONSUMO;ATTIVO
39320019296;16/01/2024;RICARICA;ATTIVO
39320019297;13/09/2022;CONSUMO;ATTIVO
39320019298;26/06/2023;RICARICA;ATTIVO
39320019299;19/12/2023;CONSUMO;SOSPESO
39320019300;11/01/2024;RICARICA;ATTIVO
39320019301;01/07/2023;CONSUMO;ATTIVO
39320019302;28/07/2025;RICARICA;ATTIVO
39320019303;30/03/2021;CONSUMO;ATTIVO
39320019304;06/04/2023;RICARICA;ATTIVO
39320019305;21/06/2024;CONSUMO;ATTIVO
39320019306;25/03/2021;RICARICA;ATTIVO
39320019307;10/03/2025;CONSUMO;ATTIVO
39320019308;03/11/2021;RICARICA;ATTIVO
39320019309;14/11/2023;CONSUMO;ATTIVO
39320019310;13/08/2024;RICARICA;ATTIVO
39320019311;10/10/2024;CONSUMO;ATTIVO
39320019312;17/03/2023;RICARICA;ATTIVO
39320019313;03/08/2024;CONSUMO;ATTIVO
39320019314;01/04/2022;RICARICA;ATTIVO
39320019315;27/11/2025;CONSUMO;ATTIVO
39320019316;30/05/2022;RICARICA;ATTIVO
39320019317;03/05/2024;CONSUMO;ATTIVO
39320019318;18/08/2021;RICARICA;ATTIVO
39320019319;29/07/2021;CONSUMO;ATTIVO
39320019320;08/03/2023;RICARICA;ATTIVO
39320019321;27/04/2022;CONSUMO;ATTIVO
39320019322;11/05/2021;RICARICA;ATTIVO
39320019323;24/01/2024;CONSUMO;ATTIVO
39320019324;08/11/2022;RICARICA;ATTIVO
39320019325;10/05/2023;CONSUMO;ATTIVO
39320019326;21/02/2023;RICARICA;ATTIVO
39320019327;27/01/2026;CONSUMO;ATTIVO
39320019328;02/07/2025;RICARICA;ATTIVO
39320019329;04/09/2023;CONSUMO;ATTIVO
39320019330;23/06/2023;RICARICA;ATTIVO
39320019331;01/06/2023;CONSUMO;ATTIVO
39320019332;08/04/2024;RICARICA;ATTIVO
39320019333;27/02/2025;CONSUMO;ATTIVO
39320019334;23/05/2023;RICARICA;ATTIVO
39320019335;30/12/2021;CONSUMO;ATTIVO
39320019336;24/11/2022;RICARICA;ATTIVO
39320019337;26/03/2025;CONSUMO;ATTIVO
39320019338;22/03/2024;RICARICA;ATTIVO
39320019339;10/04/2023;CONSUMO;ATTIVO
39320019340;21/12/2022;RICARICA;ATTIVO
39320019341;18/04/2023;CONSUMO;ATTIVO
39320019342;27/12/2024;RICARICA;SOSPESO
39320019343;24/05/2021;CONSUMO;ATTIVO
39320019344;24/01/2026;RICARICA;ATTIVO
39320019345;28/03/2021;CONSUMO;ATTIVO
39320019346;12/09/2022;RICARICA;ATTIVO
39320019347;04/12/2023;CONSUMO;ATTIVO
39320019348;17/03/2022;RICARICA;ATTIVO
39320019349;26/09/2021;CONSUMO;ATTIVO
39320019350;02/05/2023;RICARICA;ATTIVO
39320019351;16/09/2024;CONSUMO;ATTIVO
39320019352;25/07/2021;RICARICA;ATTIVO
39320019353;22/11/2023;CONSUMO;ATTIVO
39320019354;15/03/2025;RICARICA;ATTIVO
39320019355;02/11/2025;CONSUMO;ATTIVO
39320019356;15/04/2024;RICARICA;ATTIVO
39320019357;17/10/2025;CONSUMO;ATTIVO
39320019358;06/06/2025;RICARICA;ATTIVO
39320019359;05/08/2021;CONSUMO;SOSPESO
39320019360;17/12/2025;RICARICA;ATTIVO
39320019361;13/01/2022;CONSUMO;ATTIVO
39320019362;19/07/2025;RICARICA;ATTIVO
39320019363;12/08/2023;CONSUMO;ATTIVO
39320019364;15/01/2024;RICARICA;ATTIVO
39320019365;07/02/2023;CONSUMO;ATTIVO
39320019366;28/02/2023;RICARICA;ATTIVO
39320019367;01/09/2024;CONSUMO;ATTIVO
39320019368;09/05/2024;RICARICA;ATTIVO
39320019369;09/03/2024;CONSUMO;ATTIVO
39320019370;26/08/2021;RICARICA;ATTIVO
39320019371;02/04/2023;CONSUMO;ATTIVO
39320019372;22/01/2025;RICARICA;ATTIVO
39320019373;02/12/2025;CONSUMO;ATTIVO
39320019374;05/09/2021;RICARICA;ATTIVO
39320019375;07/10/2024;CONSUMO;ATTIVO
39320019376;19/07/2025;RICARICA;ATTIVO
39320019377;03/09/2025;CONSUMO;SOSPESO
